frequency_thz,phdos_modes_per_thz
15.52435876,0.8080822788
15.53929718,0.8060980629
15.55423561,0.8032959397
15.56917403,0.7996558276
15.58411245,0.7951864727
15.59905087,0.7899220539
15.61398930,0.7839171873
15.62892772,0.7772456782
15.64386614,0.7699831398
15.65880457,0.7622265806
15.67374299,0.7540660323
15.68868141,0.7455994103
15.70361983,0.7369187669
15.71855826,0.7281190304
15.73349668,0.7192818649
15.74843510,0.7104886504
15.76337353,0.7018096756
15.77831195,0.6933034997
15.79325037,0.6850121465
15.80818879,0.6769588021
15.82312722,0.6691451382
15.83806564,0.6615535969
15.85300406,0.6541417660
15.86794249,0.6468437920
15.88288091,0.6395886477
15.89781933,0.6322967879
15.91275775,0.6248890005
15.92769618,0.6173009754
15.94263460,0.6094901608
15.95757302,0.6014344455
15.97251145,0.5931427878
15.98744987,0.5846479063
16.00238829,0.5759962360
16.01732671,0.5672482938
16.03226514,0.5584687671
16.04720356,0.5497164952
16.06214198,0.5410376201
16.07708041,0.5324643728
16.09201883,0.5240178965
16.10695725,0.5157049590
16.12189567,0.5075250249
16.13683410,0.4994760861
16.15177252,0.4915592896
16.16671094,0.4837705248
16.18164937,0.4761171124
16.19658779,0.4686025125
16.21152621,0.4612309706
16.22646463,0.4540025700
16.24140306,0.4469091062
16.25634148,0.4399383387
16.27127990,0.4330749095
16.28621833,0.4262945694
16.30115675,0.4195731428
16.31609517,0.4128882969
16.33103359,0.4062269907
16.34597202,0.3995755764
16.36091044,0.3929300077
16.37584886,0.3862863134
16.39078729,0.3796465042
16.40572571,0.3730057482
16.42066413,0.3663593364
16.43560255,0.3596987672
16.45054098,0.3530105473
16.46547940,0.3462825782
16.48041782,0.3394962552
16.49535625,0.3326390533
16.51029467,0.3256939243
16.52523309,0.3186484814
16.54017151,0.3114853464
16.55510994,0.3041922288
16.57004836,0.2967511905
16.58498678,0.2891434451
16.59992521,0.2813500546
16.61486363,0.2733484020
16.62980205,0.2651164280
16.64474047,0.2566359890
16.65967890,0.2478906763
16.67461732,0.2388665862
16.68955574,0.2295594010
16.70449417,0.2199713311
16.71943259,0.2101116508
16.73437101,0.2000005128
16.74930943,0.1896672039
16.76424786,0.1791494753
16.77918628,0.1684962668
16.79412470,0.1577633290
16.80906313,0.1470132517
16.82400155,0.1363174770
16.83893997,0.1257476950
16.85387839,0.1153770347
16.86881682,0.1052810490
16.88375524,0.0955248484
16.89869366,0.0861737882
16.91363209,0.0772829095
16.92857051,0.0688969926
16.94350893,0.0610488261
16.95844735,0.0537628140
16.97338578,0.0470516342
16.98832420,0.0409180823
17.00326262,0.0353537752
17.01820105,0.0303423607
17.03313947,0.0258628221
17.04807789,0.0218876148
17.06301631,0.0183844923
17.07795474,0.0153193514
17.09289316,0.0126581873
17.10783158,0.0103656523
17.12277001,0.0084069132
17.13770843,0.0067494256
17.15264685,0.0053595331
17.16758527,0.0042072040
17.18252370,0.0032619979
17.19746212,0.0024972070
17.21240054,0.0018853900
17.22733897,0.0014035967
17.24227739,0.0010295751
17.25721581,0.0007433028
17.27215423,0.0005282909
17.28709266,0.0003693939
17.30203108,0.0002536775
17.31696950,0.0001716698
17.33190793,0.0001137616
17.34684635,0.0000740656
17.36178477,0.0000472150
17.37672319,0.0000294821
17.39166162,0.0000181582
17.40660004,0.0000108686
17.42153846,0.0000064792
17.43647689,0.0000035035
17.45141531,0.0000019610
17.46635373,0.0000009242
17.48129215,0.0000004650
17.49623058,0.0000001468
17.51116900,0.0000000817
