frequency_thz,phdos_modes_per_thz
8.11756199,0.9120468232
8.12554471,0.9004298377
8.13352743,0.8881377285
8.14151015,0.8752396100
8.14949287,0.8618053229
8.15747559,0.8479043629
8.16545831,0.8336142332
8.17344103,0.8189973739
8.18142375,0.8041261618
8.18940647,0.7890663427
8.19738919,0.7738878671
8.20537191,0.7586497818
8.21335463,0.7434151196
8.22133735,0.7282357864
8.22932007,0.7131545377
8.23730279,0.6982089202
8.24528551,0.6834355347
8.25326823,0.6688583450
8.26125095,0.6545041939
8.26923367,0.6403870433
8.27721639,0.6265179762
8.28519911,0.6129041274
8.29318183,0.5995494613
8.30116455,0.5864384027
8.30914727,0.5735796270
8.31712998,0.5609619633
8.32511270,0.5485674219
8.33309542,0.5363881681
8.34107814,0.5244155935
8.34906086,0.5126348241
8.35704358,0.5010256092
8.36502630,0.4895693417
8.37300902,0.4782664213
8.38099174,0.4671034214
8.38897446,0.4560630863
8.39695718,0.4451416914
8.40493990,0.4343323922
8.41292262,0.4236214578
8.42090534,0.4130191464
8.42888806,0.4025112037
8.43687078,0.3920944393
8.44485350,0.3817728855
8.45283622,0.3715517030
8.46081894,0.3614321009
8.46880166,0.3514142825
8.47678438,0.3415091817
8.48476710,0.3317143544
8.49274982,0.3220377944
8.50073254,0.3124903673
8.50871526,0.3030664190
8.51669798,0.2937868073
8.52468070,0.2846442757
8.53266342,0.2756426103
8.54064614,0.2667768078
8.54862886,0.2580481296
8.55661158,0.2494677136
8.56459430,0.2410214342
8.57257702,0.2327094176
8.58055974,0.2245311404
8.58854246,0.2164823476
8.59652518,0.2085449165
8.60450790,0.2007236499
8.61249062,0.1930085386
8.62047334,0.1853951379
8.62845606,0.1778770280
8.63643878,0.1704532290
8.64442150,0.1631143797
8.65240422,0.1558587137
8.66038693,0.1486823566
8.66836965,0.1415825443
8.67635237,0.1345732519
8.68433509,0.1276537115
8.69231781,0.1208308204
8.70030053,0.1141071555
8.70828325,0.1074890979
8.71626597,0.1009941466
8.72424869,0.0946369338
8.73223141,0.0884227138
8.74021413,0.0823729527
8.74819685,0.0764951579
8.75617957,0.0708079791
8.76416229,0.0653221976
8.77214501,0.0600465563
8.78012773,0.0549973028
8.78811045,0.0501830946
8.79609317,0.0456186896
8.80407589,0.0413021618
8.81205861,0.0372441182
8.82004133,0.0334450595
8.82802405,0.0299048621
8.83600677,0.0266238272
8.84398949,0.0235969875
8.85197221,0.0208217305
8.85995493,0.0182898705
8.86793765,0.0159912838
8.87592037,0.0139135503
8.88390309,0.0120508687
8.89188581,0.0103840573
8.89986853,0.0089039792
8.90785125,0.0075979850
8.91583397,0.0064483244
8.92381669,0.0054478168
8.93179941,0.0045780262
8.93978213,0.0038240247
8.94776485,0.0031809440
8.95574757,0.0026302402
8.96373029,0.0021653456
8.97171301,0.0017724713
8.97969573,0.0014435014
8.98767845,0.0011646009
8.99566117,0.0009370962
9.00364388,0.0007499238
9.01162660,0.0005969757
9.01960932,0.0004732566
9.02759204,0.0003704287
9.03557476,0.0002905096
9.04355748,0.0002240376
9.05154020,0.0001717809
9.05952292,0.0001314825
9.06750564,0.0000996389
9.07548836,0.0000761173
9.08347108,0.0000578009
9.09145380,0.0000436296
9.09943652,0.0000304693
9.10741924,0.0000227907
9.11540196,0.0000148133
9.12338468,0.0000103006
9.13136740,0.0000076105
9.13935012,0.0000047516
9.14733284,0.0000034766
9.15531556,0.0000013541
9.16329828,0.0000009847
9.17128100,0.0000001634
